student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout
216819,M,CS,N,None,N,23.0,4.58456887398561,85.6031413927916,44459,6.0,22.6,54,3,7,,1
211041,Male,,Nope,Primary,No,18.0,6.02602423778513,,9049,3.0,21.8,37,0,1,No,0
217286,Other,ME,Nope,Graduate,N,21.0,4.0180116968336,78.852703785468,27724,5.0,15.4,43,2,1,,0
210898,Male,CIVIL,Yes,Secondary,Y,17.0,,68.7075899339773,60300,2.0,9.9,33,3,2,No,0
212215,M,CS,Nope,,-,17.0,6.38350324663396,87.2652268343329,31986,3.0,16.8,40,2,7,No,0
215455,,ME,No,,,18.0,5.05296604063394,73.0764003608102,86002,6.0,22.5,56,3,7,N,1
200121,Male,COMMERCE,Y,Postgraduate,,,5.28486819468407,62.1702520974818,55272,3.0,22.8,43,3,3,No,1
202609,,ARTS,No,Postgraduate,-,20.0,6.66763414377688,72.3385614207739,44556,2.0,5.9,59,4,9,No,0
219743,Female,,Y,Primary,,22.0,5.30945626928746,92.2274323368572,47904,,24.8,52,0,5,No,0
212222,Male,ARTS,No,,No,19.0,4.19323635152061,83.4452565641392,79815,4.0,24.0,46,2,7,Yes,0
206424,Male,ARTS,Nope,Graduate,-,18.0,4.92483899261005,55.5076480567669,58982,3.0,10.6,10,4,9,No,0
200953,Other,BIO,,Primary,Y,24.0,5.16155122666759,87.4075606479906,65191,6.0,9.8,52,2,4,Yes,1
207661,,CIVIL,Nope,,N,18.0,6.80130636633807,87.7351020106291,44894,4.0,19.9,2,1,8,No,0
215272,,CS,Y,Secondary,,17.0,6.63008847898754,62.9946297639367,54954,4.0,18.1,30,3,8,Y,0
208486,,ME,Y,,Y,18.0,6.18783803263862,85.0603049960684,56903,5.0,21.6,46,3,5,No,1
210990,Other,CIVIL,,Secondary,Yes,16.0,5.70598051506592,52.3872953420132,36500,6.0,17.3,35,3,4,No,0
208807,FEMALE,,No,Primary,Yes,17.0,6.05127947716034,67.9055406040971,46567,5.0,7.2,9,4,7,No,0
201270,Female,CS,No,,-,25.0,4.36833741674719,68.7565378966141,55962,2.0,23.1,25,0,9,No,0
206350,Female,CIVIL,N,Graduate,No,19.0,4.93511406291894,62.3989560104392,30562,4.0,11.4,53,0,7,N,1
201691,Other,ME,Yes,Secondary,,24.0,6.66210809455995,57.4176384798006,47508,3.0,7.6,47,1,3,Yes,1
217873,Male,ECE,Y,,,16.0,4.98619109042699,92.56622266743,57449,6.0,14.0,36,2,0,Y,0
210363,Male,COMMERCE,Y,None,,26.0,4.12927048396364,73.1876626413247,78903,6.0,6.0,45,1,5,No,1
219268,FEMALE,ARTS,Nope,,-,26.0,5.53580848707147,84.9651953635309,19362,3.0,15.9,42,0,9,Yes,0
217431,Male,ECE,Y,,No,16.0,6.67235959185246,100.0,46805,2.0,,11,2,6,Yes,0
212063,FEMALE,CIVIL,Nope,Postgraduate,N,20.0,6.38278856661868,73.6834352814775,39619,4.0,7.1,16,4,2,Y,0
212044,Female,BIO,Nope,Primary,No,25.0,5.27124596407677,78.7808737058754,41746,4.0,13.4,22,4,2,Yes,0
202974,Female,CS,Nope,Graduate,,24.0,4.86945572469548,57.8625135887072,60385,6.0,17.5,29,2,1,Yes,0
213124,FEMALE,,,,N,21.0,6.43066102286079,77.5222776841963,40379,5.0,16.8,11,1,5,,0
204852,Male,ECE,Yes,Postgraduate,No,17.0,5.1513918213653,75.8204823371593,77425,4.0,20.3,6,4,3,Yes,1
205357,,ECE,Y,Secondary,,,6.62530606932792,69.1209959180156,-5,4.0,24.5,48,1,3,No,0
207333,Male,CIVIL,No,Graduate,No,20.0,6.19627787660222,62.2560878521691,47182,,24.4,6,4,4,No,0
205764,FEMALE,COMMERCE,No,Graduate,-,20.0,4.63147748195888,70.0687819286024,20899,2.0,17.0,59,0,3,No,1
201208,,CIVIL,Nope,Graduate,Y,22.0,4.19230784882937,63.0160014823458,64089,4.0,20.2,9,1,1,N,1
205472,Other,,N,,Y,17.0,5.2417377084048,76.4843650595616,53051,2.0,15.7,30,2,1,No,0
207828,,ECE,,Secondary,N,,5.58760798002226,53.6245550425827,53514,,6.0,7,2,2,Yes,0
219963,Male,ME,,Primary,,,4.10948328518735,63.6360581987053,37736,4.0,8.5,2,1,7,No,1
206390,,COMMERCE,N,,,18.0,4.77118010088055,91.1505317081754,53592,,24.2,57,0,6,Yes,0
201090,,ECE,Nope,Postgraduate,-,23.0,5.61812892554664,83.8820408111919,11079,6.0,15.4,23,2,7,No,0
203120,Other,ECE,,Primary,No,20.0,4.85915154326118,74.4126970875547,64581,3.0,6.3,7,3,4,,0
211155,,,,,No,22.0,6.51982769369017,83.3014732306649,40541,2.0,21.9,56,3,2,No,0
211339,Other,ME,,Postgraduate,N,25.0,6.30198951436079,74.3046647951775,75295,2.0,24.1,55,2,4,No,0
214787,Other,,Y,None,No,18.0,6.46805858845681,79.7284348835825,81138,6.0,5.2,51,2,6,No,0
201533,M,COMMERCE,Nope,Primary,Yes,25.0,5.11247473714089,82.2728218403981,21551,4.0,14.3,53,2,6,No,0
219579,Other,CIVIL,N,Secondary,,21.0,5.51151360367027,56.2737380639167,15971,5.0,9.2,17,2,3,No,1
201411,FEMALE,,N,Primary,No,21.0,5.19043233834315,71.6196802402562,47375,,16.1,26,4,5,No,0
216948,M,ECE,N,Secondary,No,19.0,5.08163147186999,64.198154106334,102977,4.0,20.6,21,2,9,No,1
202614,Female,ME,No,Graduate,Yes,21.0,4.2708324973072,69.8998412417361,49817,6.0,22.5,51,3,9,N,1
202636,Other,ECE,Y,,,26.0,4.77583567157132,77.2931195905005,47734,6.0,16.8,34,4,1,Yes,1
214568,FEMALE,CS,Nope,Primary,Yes,25.0,4.49773468806437,67.8894040984343,46572,5.0,9.6,4,3,6,No,1
206039,FEMALE,ME,,Postgraduate,,26.0,5.28171555068617,77.6699925448314,13371,4.0,8.2,48,3,0,N,1
202664,Other,BIO,Y,None,-,21.0,6.00740559273807,82.7985574768655,67905,3.0,22.7,16,0,1,No,0
217803,Other,BIO,Nope,,Y,25.0,4.1396083756498,89.7365454984503,34397,6.0,6.0,57,4,4,No,0
216473,Female,CIVIL,,Graduate,,20.0,5.24754195912921,55.3225089828278,60982,2.0,10.6,11,4,1,Yes,0
209431,FEMALE,ECE,Nope,,Y,22.0,6.2969019316193,70.9245371423568,57747,6.0,19.9,43,3,9,,1
214344,FEMALE,,No,,No,25.0,5.75376127405144,77.3493591096918,53532,4.0,11.0,6,2,9,Yes,0
215663,Other,COMMERCE,Y,Postgraduate,Y,26.0,4.24408688451758,76.7773519498408,47052,2.0,23.8,39,4,3,Yes,0
214485,Male,ME,Yes,Primary,-,,5.07561374593485,66.023591122186,32594,6.0,5.8,43,0,5,No,0
218818,Other,COMMERCE,Y,,No,16.0,4.81596158180841,82.2450050938775,54365,4.0,12.2,26,4,1,No,0
204527,M,ECE,N,,Yes,16.0,4.7035851612413,63.3051965538999,77489,6.0,12.5,36,0,2,Yes,1
218234,Female,CS,No,None,-,17.0,5.60852825618547,84.4015074160172,28546,,13.6,8,4,8,,0
204930,M,ECE,Nope,Primary,Y,24.0,5.37082523696276,79.3559353143798,78877,3.0,24.8,39,1,2,No,0
214833,FEMALE,,No,,N,21.0,5.17921904341927,81.897522149176,25922,5.0,22.5,14,0,4,No,0
215201,FEMALE,CIVIL,No,Primary,No,25.0,6.08958105147511,70.2461457164669,67535,4.0,7.9,27,2,9,,0
213887,Female,,N,,Y,17.0,5.49345746058483,58.740266173,39369,5.0,7.5,34,4,0,No,0
204978,FEMALE,,Yes,Graduate,,18.0,5.72031601147249,91.9854990637589,61785,3.0,,28,0,1,,0
201767,Male,,Y,None,Yes,21.0,6.80930717039567,87.6254776009014,57423,3.0,6.6,11,1,5,Yes,0
205887,M,ARTS,N,Graduate,No,24.0,4.20747325581405,69.8539309337978,69005,6.0,11.6,35,4,0,No,1
208575,M,CS,N,,,23.0,,77.7564133908697,19159,6.0,16.2,11,3,4,,1
213295,Male,ECE,No,Graduate,No,23.0,4.75741464452567,86.173437969225,38964,3.0,15.2,47,3,1,No,0
219232,Other,,Nope,,No,21.0,4.33113819588205,78.8290095343875,37364,,6.6,23,0,4,Yes,0
211119,Female,CIVIL,N,Secondary,N,19.0,5.92655289433521,64.5946003285742,41246,4.0,19.7,49,2,5,No,0
207474,Male,CS,Nope,Postgraduate,,26.0,4.95975451357031,70.7303961009375,4351,,12.4,15,2,6,Yes,0
217940,Male,CS,,None,Y,26.0,4.17043936708813,80.5555928402558,72020,3.0,18.0,9,2,6,,0
213747,M,CS,,None,,23.0,5.92487079376914,93.9999067883663,74576,3.0,23.3,52,1,2,Yes,0
210613,FEMALE,CS,No,Graduate,,24.0,4.02731323784532,94.149729227954,41479,4.0,11.2,16,3,1,Yes,0
218239,Female,COMMERCE,Yes,,No,20.0,5.63057722702663,48.7966322395093,13771,4.0,,0,4,1,No,1
209144,Female,ECE,Yes,Postgraduate,N,25.0,5.09843303724298,69.6805992712628,48174,3.0,13.1,40,2,4,N,0
209147,,CS,N,Graduate,Y,16.0,,73.0751248303274,61241,2.0,8.4,44,3,1,Yes,0
210532,,CS,No,Graduate,Yes,26.0,4.87696564512497,73.820518148998,62814,3.0,13.8,6,2,5,No,1
204411,,BIO,,Graduate,Y,22.0,6.53370919124937,76.4165825466429,43885,6.0,19.2,3,3,7,No,0
201002,Female,CIVIL,Yes,,No,17.0,4.41923792271654,66.3270837341694,38904,4.0,11.1,28,0,9,,0
214869,FEMALE,ECE,Yes,Graduate,No,26.0,5.27915985154836,89.875740353429,68969,6.0,8.6,8,2,1,No,0
215018,Male,,Y,None,,16.0,4.91058123453967,95.1596841326772,85379,3.0,6.5,0,1,0,No,0
208604,Male,BIO,Y,Primary,No,16.0,4.47542072329327,70.8674354221537,27811,5.0,6.7,14,2,5,,1
208087,FEMALE,COMMERCE,Nope,,,22.0,4.06308125615947,69.2615417172083,39527,2.0,14.0,27,3,1,Yes,1
216799,Female,COMMERCE,Y,Secondary,Yes,20.0,6.0755841669458,88.420882991078,44411,4.0,20.4,28,0,7,Yes,0
213542,FEMALE,CIVIL,,,Yes,26.0,6.08745828840896,61.1159094185418,40695,5.0,7.3,50,0,4,Y,0
207307,Other,BIO,,None,Yes,18.0,4.327366321486,83.7874667442319,39170,6.0,15.3,0,3,8,No,0
210700,Female,COMMERCE,,,-,19.0,4.29486387072603,64.6300218358331,48053,3.0,9.6,32,4,2,No,1
208889,Female,BIO,Y,,Yes,16.0,6.08487205207113,86.8234275025361,63113,5.0,22.4,17,2,6,No,0
217922,Male,,No,Primary,,18.0,6.73128160424889,72.2088264982358,20242,6.0,23.3,37,0,8,No,0
202146,Female,COMMERCE,Y,None,-,17.0,5.918129940746,91.126251053021,66703,5.0,10.3,19,3,6,Y,1
205045,,CIVIL,Y,Postgraduate,N,16.0,5.73889472599104,87.9825151531682,52863,3.0,21.7,38,3,8,No,0
202662,,,,Primary,Yes,19.0,4.06163795523888,100.0,36683,3.0,19.1,20,4,3,Yes,0
213916,Female,CS,,Secondary,-,18.0,5.18755458903349,83.8581012110794,14757,3.0,18.7,31,1,6,Y,0
209703,Other,ME,Yes,Postgraduate,Y,18.0,6.0259543275237,86.2497813345177,65829,4.0,23.7,27,2,1,No,0
203194,M,,,Primary,N,18.0,,38.4791236177921,58471,5.0,8.0,47,0,6,Y,0
212290,FEMALE,COMMERCE,No,Graduate,,25.0,6.17729275968858,83.5868822551305,52295,5.0,20.5,36,1,1,Yes,0
202953,FEMALE,CIVIL,Y,Postgraduate,,24.0,5.7180639950133,82.0535521263076,40987,3.0,20.1,17,3,2,No,1
216938,FEMALE,ARTS,Nope,Primary,Yes,,6.78557177485091,88.1632134210182,9356,3.0,19.0,15,3,0,No,0
216038,Male,COMMERCE,,Primary,,25.0,4.73352983086171,94.1297856196634,66242,3.0,18.7,54,1,0,No,0
204245,M,CS,Y,Postgraduate,,25.0,4.67366403922372,83.8841601548358,54100,5.0,24.7,25,1,9,Yes,0
202310,FEMALE,,,None,Yes,20.0,4.94061566538022,78.5230426633026,41814,2.0,10.1,15,2,7,No,0
212554,M,ME,,Primary,Yes,16.0,6.64765693091264,85.4359450796287,634240,6.0,15.5,7,0,4,Yes,0
211868,M,CIVIL,No,Postgraduate,,23.0,,61.1691866448753,53188,6.0,19.5,36,4,2,,1
216904,Male,BIO,Nope,Graduate,Yes,21.0,6.01868947295163,69.7115930208219,48859,3.0,12.5,40,2,2,No,0
219991,Other,ME,N,Secondary,Yes,18.0,6.71239372633196,83.08184750502,54314,5.0,14.3,1,2,0,No,0
203795,FEMALE,BIO,No,Primary,,24.0,6.41053866140268,97.0981029829071,38381,4.0,10.2,20,4,8,Yes,0
204824,Male,COMMERCE,Y,,-,24.0,6.82774918788732,80.5302632270052,52273,4.0,21.0,29,0,5,No,0
201280,Male,CS,,,Yes,26.0,6.07258665136154,57.8812184321382,89795,3.0,20.8,52,4,1,No,1
207772,FEMALE,CS,No,,,23.0,5.50308308530262,81.4078172525055,41317,3.0,18.8,50,0,6,Yes,0
211206,Male,ARTS,,Secondary,N,18.0,6.94573184110919,56.9682241952775,41268,2.0,24.1,59,1,8,N,0
207473,Other,ME,Yes,Postgraduate,,19.0,4.49059402211997,77.8832826055296,69229,6.0,8.2,17,0,5,No,1
207738,M,BIO,Y,,-,19.0,6.89638167976033,70.2698210589842,46053,5.0,,56,2,1,No,0
217524,,ECE,,Graduate,No,16.0,4.40624223313774,82.8254553081853,39008,6.0,18.4,49,1,6,,0
205970,,CS,,,Yes,,5.56726564074708,68.6463948134644,46519,3.0,6.5,16,1,1,No,1
208886,FEMALE,BIO,,,No,24.0,6.67394761641451,71.5462736732596,84346,2.0,25.0,8,3,4,,0
204982,FEMALE,,N,Primary,-,19.0,6.81133950685596,55.8058568289886,39987,5.0,14.9,51,1,2,No,0
207182,,CIVIL,Nope,Postgraduate,,17.0,5.21812590528868,91.6110136908092,62184,6.0,23.7,52,3,9,Yes,0
200222,,,N,Secondary,N,22.0,6.37843739125069,87.6897502440922,54467,4.0,9.3,57,0,4,N,0
203545,Female,CS,Nope,,Y,26.0,6.13721282655895,85.0636121809638,41554,3.0,7.1,15,2,4,No,1
216305,M,ME,Y,,,23.0,5.10132834780507,86.3154671114579,73650,5.0,10.0,52,3,4,,0
202442,FEMALE,ECE,,Primary,,18.0,6.06596220215987,70.5798422530294,73812,,16.1,11,0,9,,0
214085,Female,ECE,,Primary,Yes,24.0,,76.5965337235026,58306,2.0,21.0,35,4,6,No,0
205749,Female,ECE,No,Primary,Y,17.0,5.79935136582509,78.5588516143089,48378,2.0,9.4,41,3,8,Yes,0
201972,Female,ECE,Y,Postgraduate,,21.0,,73.1797052094933,43513,4.0,21.3,36,4,8,,0
201570,M,,,Graduate,Y,20.0,6.98032051776501,,37643,2.0,5.9,17,4,0,No,0
202281,Male,,,None,Yes,19.0,4.51870291598149,75.9853580313656,43578,5.0,12.3,45,0,5,Yes,1
213066,Male,,N,,No,24.0,6.85113259608027,81.1402710298207,50810,3.0,20.4,23,0,9,No,0
202021,Female,ME,,,N,21.0,5.93562635767003,73.59432728718,75040,6.0,15.8,32,1,9,N,1
204037,Female,ARTS,Yes,None,,,6.58890894840763,58.173820520156,50543,2.0,12.7,39,4,1,N,0
205862,Other,CIVIL,,Secondary,Y,25.0,5.30452920561462,82.3616434145753,71490,6.0,20.6,55,4,3,No,0
206136,,COMMERCE,Yes,Secondary,,17.0,4.43979231055883,72.3402850552429,82110,6.0,24.3,52,0,4,Yes,0
219227,Other,CIVIL,N,,,17.0,5.96868818000802,74.1066922310869,705590,4.0,16.5,12,1,9,Y,0
202556,Female,ME,N,,Y,21.0,4.34965118224794,85.6481057857628,41042,4.0,13.6,40,1,1,Yes,0
205286,M,ARTS,,Secondary,-,21.0,5.58923261354173,65.8599161642502,79958,5.0,6.2,38,1,3,No,1
213019,Female,,Y,Postgraduate,N,24.0,4.68034383473522,90.3893080544583,24700,6.0,24.8,37,2,1,,1
203344,,ARTS,Yes,,,,4.13271686277752,79.1228552194338,35788,4.0,22.8,27,1,6,No,0
200902,Male,CS,Y,Secondary,N,18.0,6.06017312613784,60.3056107393741,29603,3.0,12.1,29,0,5,No,0
208079,,COMMERCE,Nope,None,-,23.0,6.65336017230098,67.2131449558748,42817,3.0,,9,3,1,No,0
200181,Other,,Nope,Graduate,,24.0,6.81082913610034,76.1171524587429,50833,,6.5,18,0,1,,0
210223,Male,ME,N,Graduate,N,20.0,5.95444714725901,59.0289555922905,52594,4.0,11.2,11,4,5,No,1
211982,FEMALE,BIO,N,,-,17.0,4.434777797104,69.9872122040359,72513,4.0,24.2,45,4,1,No,1
201853,Male,COMMERCE,Nope,,No,18.0,4.05216961321402,79.3705826604442,69203,6.0,8.8,7,4,4,No,1
204450,Other,ECE,,Graduate,No,25.0,5.98901475039427,80.805148769919,30007,6.0,9.1,30,2,9,No,0
207007,FEMALE,,Nope,,N,17.0,4.53348094421394,78.3179962364061,68622,5.0,11.0,16,2,3,No,0
209495,Female,ECE,No,Secondary,,24.0,6.94179350891455,74.2873889108665,40226,3.0,,56,4,1,No,0
212897,Female,CS,Nope,Secondary,Yes,25.0,5.01654941499391,70.3294793244569,38689,4.0,5.6,47,3,9,N,0
201458,Female,CIVIL,Yes,Primary,,25.0,4.00793897212706,64.4773316717637,30987,2.0,8.9,13,2,6,No,1
212509,,CS,No,None,Y,25.0,,77.8723522368035,70598,6.0,6.3,32,3,5,No,0
217769,FEMALE,,Nope,Postgraduate,,23.0,6.49868620814972,52.4116045467014,64514,,19.2,4,4,5,Yes,1
215800,M,,Nope,Secondary,N,16.0,5.28429551917789,65.1636758634334,76128,4.0,20.8,25,2,6,,1
215643,M,ME,Y,Postgraduate,,16.0,4.41961699036233,60.2515162619752,84722,4.0,13.8,29,4,1,No,1
201926,Male,ME,N,Primary,N,23.0,6.9110540077541,82.6747267817271,29106,3.0,19.0,57,1,3,Yes,0
219099,Other,ARTS,Nope,Postgraduate,Yes,19.0,4.5058598222851,89.89448946841,75675,6.0,7.6,9,0,0,Yes,1
208723,Male,BIO,Nope,Secondary,N,16.0,5.69184790997022,81.0955603881741,65766,4.0,12.9,24,4,4,No,0
218794,M,,No,,Y,24.0,5.77994010648981,89.63090979137,39169,3.0,13.3,57,2,0,Yes,0
203656,Female,,Nope,Graduate,Yes,16.0,5.30524076657801,77.5613795308204,38624,3.0,7.5,18,0,8,Y,0
207200,FEMALE,CS,Y,Primary,Y,16.0,6.60662926481673,84.5992581147934,45241,2.0,15.0,45,4,0,,0
213520,,COMMERCE,Nope,,Yes,26.0,6.74656123238646,68.5895575671814,20145,4.0,21.3,41,4,7,No,1
210765,Other,ME,,Graduate,-,20.0,4.70424242083185,51.3892083954675,18349,3.0,22.2,1,3,8,No,0
219717,Male,COMMERCE,Y,Postgraduate,N,18.0,5.51340464714698,74.5474401592876,80816,4.0,5.8,30,2,4,Yes,0
212684,Male,,No,None,,24.0,6.419185570626,61.709501478818,6252,3.0,20.8,22,0,2,Yes,0
205960,Other,,No,Primary,N,24.0,5.50010310936718,67.6178698915067,50186,,12.4,26,2,5,Y,0
205736,Male,BIO,Y,,Y,25.0,5.25791616625577,88.1762974254076,56176,,21.4,13,4,1,No,0
217555,Other,CS,Nope,Secondary,Y,20.0,6.29228865642457,56.4168679364952,30509,3.0,15.6,53,3,9,No,1
211219,M,ECE,No,,-,26.0,5.61022916660368,86.2218564448761,35618,4.0,18.6,8,1,6,Yes,0
212733,M,ME,Y,,Yes,25.0,6.40301621786781,79.3795932394161,45204,4.0,8.6,46,1,5,No,0
204398,Other,ARTS,,Graduate,,24.0,4.78698716861433,75.2365751287171,46487,2.0,14.7,45,4,5,No,0
208292,Female,,Yes,Secondary,,,5.9988141041796,80.8062134701244,40623,3.0,17.3,23,1,5,Yes,0
208854,,ME,No,Primary,N,22.0,6.01526340057229,58.2282066800072,41591,4.0,17.3,52,0,5,Yes,0
208170,Male,COMMERCE,,,Y,19.0,4.17833092181205,88.7057809457922,47913,2.0,16.3,41,1,3,Yes,0
207861,Female,ECE,Y,Graduate,,23.0,6.13898069915786,72.5051274647487,55855,4.0,20.2,19,1,8,No,0
217239,Other,ECE,,,No,19.0,5.80576868363854,99.6690553474678,39364,3.0,18.3,34,3,7,Yes,0
203999,Female,,No,Primary,,24.0,5.10520034928281,74.8933670770071,29185,2.0,19.4,8,2,5,Yes,1
216640,Female,,No,Postgraduate,Y,22.0,5.36835613779226,72.968708423545,80880,4.0,5.3,2,2,5,Yes,1
208509,M,COMMERCE,Y,Secondary,Y,,6.07798575665063,83.0389975513575,48430,,9.6,55,0,9,No,0
206693,FEMALE,CS,N,None,N,22.0,5.65312163725094,75.1553625465044,82819,4.0,17.0,30,3,9,No,1
202086,Female,ECE,N,,Y,21.0,4.06753017438607,81.5988434296819,59178,5.0,17.3,40,0,0,No,0
210241,M,ECE,Y,None,Y,18.0,5.02736785526208,,42420,3.0,15.9,52,1,4,No,0
207515,Male,CIVIL,No,None,N,23.0,4.96707188326351,77.835793571274,39160,4.0,16.4,0,0,9,,1
214922,M,ME,Yes,Primary,,24.0,4.04608896505858,93.7309202026911,41746,3.0,,16,4,5,Yes,0
202589,FEMALE,CIVIL,Nope,,Y,16.0,4.2068167138314,82.965877526125,77892,4.0,17.2,52,1,2,Yes,1
204556,,ARTS,N,Postgraduate,N,18.0,,48.9604095053699,59493,5.0,7.1,33,1,1,Yes,1
216516,FEMALE,ME,No,Secondary,No,16.0,6.30143817643287,75.9132314557246,56106,6.0,24.8,28,3,2,No,0
206951,M,ME,No,,No,18.0,5.9540337425021,80.9644098705929,54179,2.0,18.2,59,2,2,Yes,0
216947,,ARTS,Nope,Postgraduate,Yes,17.0,5.11963490599457,77.7207622436345,55560,6.0,20.7,42,1,2,No,1
216915,Female,COMMERCE,N,Graduate,Y,23.0,6.42936538224578,74.4602138069565,57931,4.0,15.9,0,4,9,Yes,0
204254,Male,ME,,,No,17.0,4.96545291053608,75.0644032635131,47519,4.0,19.7,16,3,3,,0
219044,,CIVIL,No,Secondary,Yes,19.0,5.25540576954082,94.613074341107,13072,3.0,6.4,19,0,1,No,0
216366,Female,COMMERCE,Yes,Primary,Y,23.0,4.36872081074217,63.5218112486793,40663,2.0,6.6,28,3,8,No,0
219228,M,COMMERCE,No,Postgraduate,Y,21.0,4.00261848340031,91.0606322232025,72012,4.0,21.6,41,4,9,Yes,0
206052,Other,BIO,Y,,Yes,,4.67057032812217,80.7450420651342,89406,5.0,22.5,48,0,6,,0
204229,,COMMERCE,,Graduate,N,23.0,5.25635924979369,78.8585196073466,63808,,11.7,31,3,2,Yes,0
210645,,ECE,Nope,,,18.0,5.51361643850816,78.0943920714301,74223,6.0,8.4,23,1,9,No,1
200884,Female,,Nope,Primary,-,17.0,5.06887750480999,70.8108269250763,25192,6.0,10.0,50,3,8,,1
201039,M,COMMERCE,Y,,No,17.0,6.44370713100411,61.3882908086976,27857,4.0,15.9,20,4,0,Yes,0
215175,FEMALE,ME,Nope,,Y,26.0,6.15312392255627,73.6783723476368,643510,2.0,19.5,1,1,2,,0
206494,Other,COMMERCE,,,N,17.0,4.95344339187722,77.6260510445947,38230,3.0,15.1,39,3,6,,0
216307,Female,COMMERCE,,Primary,Y,24.0,6.09160517566276,82.9279492329521,71125,2.0,17.9,59,0,2,No,0
202445,Female,ECE,Nope,Primary,Yes,23.0,6.43503126214323,66.2109957799545,55294,2.0,24.7,14,0,3,No,0
219835,Female,CIVIL,Y,Secondary,Y,17.0,6.03977441956485,100.0,50517,3.0,21.9,1,4,6,Yes,0
213700,FEMALE,ARTS,Y,,N,24.0,4.80793334683409,78.7213175384645,44920,4.0,21.7,17,1,8,No,0
207596,,ARTS,Nope,,No,21.0,6.06122121513783,72.0664146632624,66997,4.0,19.0,15,3,6,Y,0
216752,,BIO,Yes,Postgraduate,Yes,26.0,,71.2107948401963,49929,6.0,24.2,20,2,2,,1
214366,Male,ME,,None,Yes,18.0,4.58311986610148,84.3281388259524,37277,4.0,7.7,47,2,9,Y,1
207712,Other,CS,N,Primary,-,18.0,5.68292895677658,50.7702849309824,43064,6.0,5.6,2,2,1,,1
202095,M,,Nope,Graduate,,23.0,5.98036088998207,74.4556412149993,61892,4.0,14.0,36,0,8,Yes,1
203857,FEMALE,BIO,Y,,,19.0,5.2062664475327,70.2417373760591,80782,6.0,9.4,1,2,0,No,0
218811,,,Nope,Secondary,Y,17.0,6.92111821762438,94.4153986911219,38920,3.0,16.1,55,1,8,No,0
205225,,,,None,Y,22.0,5.73463683293866,56.4670076947518,39519,5.0,22.5,13,0,9,No,1
203477,Other,CS,No,Graduate,N,20.0,6.00588912771939,77.1250969336152,39365,2.0,8.9,1,2,9,,0
201010,M,ECE,Nope,Postgraduate,Yes,20.0,6.82431648942065,80.3982721996225,69311,4.0,21.2,54,1,6,No,0
218421,M,ECE,N,,N,23.0,4.88582619034634,75.7145494646775,15546,5.0,,42,2,9,No,1
214658,Other,,Y,Graduate,Yes,22.0,4.78391488220857,84.9267958617853,45467,2.0,16.9,57,0,5,No,0
214361,M,CS,,,No,21.0,6.6950674087311,79.558886964582,34630,6.0,23.7,19,0,9,No,0
206023,M,COMMERCE,,,Yes,18.0,5.9181028548187,74.6543870429965,8142,6.0,8.4,55,3,3,No,1
209634,Female,CIVIL,N,,N,24.0,6.39958791739007,75.2543320948551,35110,6.0,19.2,31,0,4,Yes,0
218321,Male,BIO,No,,,,6.70076386617361,53.6897156649129,42736,3.0,8.3,29,4,3,No,0
200934,M,COMMERCE,,Secondary,N,20.0,6.91431902058133,68.9783056083072,25525,4.0,10.9,20,0,3,No,0
216826,Other,,Y,Postgraduate,N,16.0,,86.4560777959915,39938,6.0,17.7,9,2,1,Yes,0
211229,Female,ECE,Yes,Graduate,Y,22.0,4.16274608060203,91.0730823693575,36923,4.0,20.9,9,1,7,,0
218890,FEMALE,,N,None,-,,6.4514777205749,69.6242275636171,67528,3.0,10.0,30,1,5,No,0
201343,Other,CS,,Primary,,25.0,6.32090950276795,96.1473369741105,55534,4.0,17.7,16,2,4,,0
207228,FEMALE,ME,Y,Graduate,Y,22.0,4.8622273429046,68.105591156899,6988,2.0,23.0,6,0,6,No,0
200359,FEMALE,ARTS,Yes,None,Yes,19.0,6.87939615469253,79.9598811488154,22513,,18.1,38,4,7,Yes,0
217809,Male,BIO,Nope,Secondary,N,24.0,5.5288214039134,95.3207168424148,49825,6.0,24.1,8,3,5,Yes,0
218949,Male,,,Primary,No,17.0,4.57564929148245,97.0488542647955,56726,3.0,6.4,32,2,1,Yes,0
200959,Other,,No,Secondary,-,16.0,6.22838175865397,75.3681587516305,60657,3.0,10.6,19,4,6,No,0
219828,Other,BIO,,Graduate,,23.0,5.63993607174157,55.9744708735483,52172,4.0,8.5,18,2,6,No,1
201148,Male,ECE,Nope,Primary,N,23.0,6.02332407948103,65.3115996953186,75563,2.0,8.1,33,3,2,N,0
202954,Male,ECE,Yes,Secondary,,22.0,6.30392979740481,61.2289926659882,38440,6.0,20.3,39,1,8,No,1
202051,,ECE,Y,Secondary,Yes,19.0,4.7857957310344,59.6225525330731,49654,6.0,20.1,51,4,6,No,1
218287,,CS,Yes,Secondary,Y,22.0,6.05821309531003,,48095,2.0,11.0,42,3,1,Y,0
202054,Other,ME,Nope,Postgraduate,-,19.0,6.0926943311485,71.9039984676196,44053,5.0,6.3,35,4,2,Yes,0
209364,Female,CS,N,Graduate,Yes,18.0,5.401516494979,79.1553287822409,39878,4.0,20.9,43,0,9,,0
207222,FEMALE,COMMERCE,Yes,,No,16.0,5.5166259085964,92.9467964838594,59753,4.0,24.9,41,3,6,Yes,0
